Date,Open,High,Low,Close,Date
05-Jan-2015,8407.95,8445.6,8363.9,8378.4,1/5/15
02-Jan-2015,8288.7,8410.6,8288.7,8395.45,1/2/15
01-Jan-2015,8272.8,8294.7,8248.75,8284,1/1/15
31-Dec-2014,8243.9,8291,8243.75,8282.7,12/31/14
30-Dec-2014,8260.3,8268.25,8220.55,8248.25,12/30/14
29-Dec-2014,8214.7,8279.15,8214.7,8246.3,12/29/14
26-Dec-2014,8204.8,8234.55,8147.95,8200.7,12/26/14
24-Dec-2014,8272.05,8286.4,8155.25,8174.1,12/24/14
23-Dec-2014,8324.6,8364.75,8252.85,8267,12/23/14
22-Dec-2014,8255,8330.95,8228.2,8324,12/22/14
19-Dec-2014,8230.45,8263.45,8208.6,8225.2,12/19/14
18-Dec-2014,8138.9,8174.3,8084.9,8159.3,12/18/14
17-Dec-2014,8041.2,8082,7961.35,8029.8,12/17/14
16-Dec-2014,8172.6,8189.35,8052.6,8067.6,12/16/14
15-Dec-2014,8160.75,8242.4,8152.5,8219.6,12/15/14
12-Dec-2014,8302,8321.9,8216.3,8224.1,12/12/14
11-Dec-2014,8338.85,8348.3,8272.4,8292.9,12/11/14
10-Dec-2014,8318.05,8376.8,8317,8355.65,12/10/14
09-Dec-2014,8439.3,8444.5,8330.5,8340.7,12/9/14
08-Dec-2014,8538.65,8546.35,8432.25,8438.25,12/8/14
05-Dec-2014,8584.25,8588.35,8523.9,8538.3,12/5/14
04-Dec-2014,8582.4,8626.95,8526.4,8564.4,12/4/14
03-Dec-2014,8528.7,8546.95,8508.35,8537.65,12/3/14
02-Dec-2014,8535.45,8560.2,8504.65,8524.7,12/2/14
01-Dec-2014,8605.1,8623,8545.15,8555.9,12/1/14
28-Nov-2014,8516.8,8617,8516.25,8588.25,11/28/14
27-Nov-2014,8477.8,8506.75,8456.35,8494.2,11/27/14
26-Nov-2014,8450.3,8500.3,8438.65,8475.75,11/26/14
25-Nov-2014,8530.8,8535.35,8429.45,8463.1,11/25/14
24-Nov-2014,8490.95,8534.65,8490.8,8530.15,11/24/14
21-Nov-2014,8408.2,8489.8,8398.6,8477.35,11/21/14
20-Nov-2014,8406.5,8410.85,8353.15,8401.9,11/20/14
19-Nov-2014,8440.65,8455.65,8360.5,8382.3,11/19/14
18-Nov-2014,8441.25,8454.5,8407.25,8425.9,11/18/14
17-Nov-2014,8378.4,8438.1,8349.1,8430.75,11/17/14
14-Nov-2014,8360.7,8400.65,8346.8,8389.9,11/14/14
13-Nov-2014,8405.25,8408,8320.35,8357.85,11/13/14
12-Nov-2014,8378.9,8415.05,8370.5,8383.3,11/12/14
11-Nov-2014,8354.1,8378.7,8321.85,8362.65,11/11/14
10-Nov-2014,8337.8,8383.05,8304.45,8344.25,11/10/14
07-Nov-2014,8331.85,8360.35,8290.25,8337,11/7/14
05-Nov-2014,8351.25,8365.55,8323.5,8338.3,11/5/14
03-Nov-2014,8348.15,8350.6,8297.65,8324.15,11/3/14
31-Oct-2014,8200.8,8330.75,8198.05,8322.2,10/31/14
30-Oct-2014,8085.2,8181.55,8085.2,8169.2,10/30/14
29-Oct-2014,8077.05,8097.95,8052.25,8090.45,10/29/14
28-Oct-2014,8002.4,8037.8,7995.05,8027.6,10/28/14
27-Oct-2014,8064.35,8064.4,7985.65,7991.7,10/27/14
23-Oct-2014,8027.7,8031.75,8008.85,8014.55,10/23/14
22-Oct-2014,7997.8,8005,7974.55,7995.9,10/22/14
21-Oct-2014,7906.15,7936.6,7874.35,7927.75,10/21/14
20-Oct-2014,7896.95,7905.95,7856.95,7879.4,10/20/14
17-Oct-2014,7733.75,7819.2,7723.85,7779.7,10/17/14
16-Oct-2014,7837.3,7893.9,7729.65,7748.2,10/16/14
14-Oct-2014,7923.25,7928,7825.45,7864,10/14/14
13-Oct-2014,7831,7901.15,7796,7884.25,10/13/14
10-Oct-2014,7911,7924.05,7848.45,7859.95,10/10/14
09-Oct-2014,7886.5,7972.35,7886.5,7960.55,10/9/14
08-Oct-2014,7828.75,7869.9,7815.75,7842.7,10/8/14
07-Oct-2014,7897.4,7943.05,7842.7,7852.4,10/7/14
01-Oct-2014,7960.5,7977.5,7936.7,7945.55,10/1/14
